Name,Financial Status,Paid at,Currency,Total,Refunded Amount,Referring Site
#1352,paid,2026-05-10 12:00:00 +0000,USD,161.3,,https://www.google.com/
#1353,paid,2026-05-10 12:00:00 +0000,USD,95.24,,
#1354,paid,2026-05-10 12:00:00 +0000,USD,83.1,,https://l.facebook.com/
#1355,paid,2026-05-10 12:00:00 +0000,USD,180.58,,https://www.google.com/
#1356,paid,2026-05-10 12:00:00 +0000,USD,198.5,,
#1357,paid,2026-05-10 12:00:00 +0000,USD,147.05,,
#1358,paid,2026-05-10 12:00:00 +0000,USD,97.87,,https://l.facebook.com/
#1359,paid,2026-05-10 12:00:00 +0000,USD,81.57,,
#1360,paid,2026-05-10 12:00:00 +0000,USD,161.2,,https://l.facebook.com/
#1361,paid,2026-05-10 12:00:00 +0000,USD,111.94,,
#1362,paid,2026-05-10 12:00:00 +0000,USD,193.09,,https://l.facebook.com/
#1363,paid,2026-05-10 12:00:00 +0000,USD,108.08,,https://www.google.com/
#1364,paid,2026-05-11 12:00:00 +0000,USD,193.44,,https://l.facebook.com/
#1365,paid,2026-05-11 12:00:00 +0000,USD,86.77,,https://l.facebook.com/
#1366,paid,2026-05-11 12:00:00 +0000,USD,100.97,,
#1367,paid,2026-05-11 12:00:00 +0000,USD,161.57,,https://l.facebook.com/
#1368,paid,2026-05-11 12:00:00 +0000,USD,147.72,,
#1369,paid,2026-05-11 12:00:00 +0000,USD,92.12,,https://l.facebook.com/
#1370,refunded,2026-05-11 12:00:00 +0000,USD,134.2,134.2,
#1371,paid,2026-05-11 12:00:00 +0000,USD,141.38,,
#1372,paid,2026-05-11 12:00:00 +0000,USD,187.42,,https://www.google.com/
#1373,paid,2026-05-11 12:00:00 +0000,USD,94.95,,https://www.google.com/
#1374,paid,2026-05-11 12:00:00 +0000,USD,102.23,,
#1375,paid,2026-05-11 12:00:00 +0000,USD,114.71,,https://l.facebook.com/
#1376,paid,2026-05-11 12:00:00 +0000,USD,138.96,,
#1377,paid,2026-05-11 12:00:00 +0000,USD,82.35,,https://l.facebook.com/
#1378,paid,2026-05-11 12:00:00 +0000,USD,145.93,,https://l.facebook.com/
#1379,paid,2026-05-11 12:00:00 +0000,USD,113.01,,
#1380,paid,2026-05-11 12:00:00 +0000,USD,135.59,,
#1381,paid,2026-05-11 12:00:00 +0000,USD,149.95,,https://l.facebook.com/
#1382,paid,2026-05-11 12:00:00 +0000,USD,165.5,,https://l.facebook.com/
#1383,paid,2026-05-11 12:00:00 +0000,USD,140.96,,https://l.facebook.com/
#1384,paid,2026-05-11 12:00:00 +0000,USD,179.21,,https://www.google.com/
#1385,paid,2026-05-11 12:00:00 +0000,USD,146.09,,https://l.facebook.com/
#1386,paid,2026-05-11 12:00:00 +0000,USD,71.96,,
#1387,paid,2026-05-11 12:00:00 +0000,USD,79.43,,
#1388,paid,2026-05-11 12:00:00 +0000,USD,98.17,,https://l.facebook.com/
#1389,paid,2026-05-11 12:00:00 +0000,USD,154.69,,
#1390,paid,2026-05-11 12:00:00 +0000,USD,106.38,,
#1391,paid,2026-05-11 12:00:00 +0000,USD,136.82,,
#1392,paid,2026-05-11 12:00:00 +0000,USD,89.26,,https://l.facebook.com/
#1393,paid,2026-05-11 12:00:00 +0000,USD,134.68,,https://l.facebook.com/
#1394,paid,2026-05-12 12:00:00 +0000,USD,79.62,,https://l.facebook.com/
#1395,paid,2026-05-12 12:00:00 +0000,USD,159.66,,https://l.facebook.com/
#1396,paid,2026-05-12 12:00:00 +0000,USD,117.93,,https://l.facebook.com/
#1397,paid,2026-05-12 12:00:00 +0000,USD,120.32,,https://l.facebook.com/
#1398,paid,2026-05-12 12:00:00 +0000,USD,83.63,,https://l.facebook.com/
#1399,paid,2026-05-12 12:00:00 +0000,USD,103.75,,https://www.google.com/
#1400,paid,2026-05-12 12:00:00 +0000,USD,85.09,,https://l.facebook.com/
#1401,paid,2026-05-12 12:00:00 +0000,USD,147.09,,https://www.google.com/
#1402,paid,2026-05-12 12:00:00 +0000,USD,198.78,,https://l.facebook.com/
#1403,paid,2026-05-12 12:00:00 +0000,USD,99.16,,https://www.google.com/
#1404,paid,2026-05-12 12:00:00 +0000,USD,166.33,,
#1405,paid,2026-05-12 12:00:00 +0000,USD,97.39,,
#1406,paid,2026-05-12 12:00:00 +0000,USD,156.46,,
#1407,paid,2026-05-12 12:00:00 +0000,USD,151.58,,
#1408,refunded,2026-05-12 12:00:00 +0000,USD,168.4,168.4,
#1409,paid,2026-05-12 12:00:00 +0000,USD,91.29,,https://l.facebook.com/
#1410,paid,2026-05-12 12:00:00 +0000,USD,75.67,,https://l.facebook.com/
#1411,paid,2026-05-12 12:00:00 +0000,USD,107.3,,https://l.facebook.com/
#1412,paid,2026-05-12 12:00:00 +0000,USD,78.64,,https://l.facebook.com/
#1413,paid,2026-05-12 12:00:00 +0000,USD,155.87,,https://l.facebook.com/
#1414,paid,2026-05-12 12:00:00 +0000,USD,105.6,,
#1415,paid,2026-05-12 12:00:00 +0000,USD,74.41,,https://l.facebook.com/
#1416,paid,2026-05-12 12:00:00 +0000,USD,81.78,,
#1417,paid,2026-05-12 12:00:00 +0000,USD,137.01,,
#1418,paid,2026-05-12 12:00:00 +0000,USD,145.05,,https://l.facebook.com/
#1419,paid,2026-05-12 12:00:00 +0000,USD,115.06,,https://www.google.com/
#1420,paid,2026-05-12 12:00:00 +0000,USD,83.16,,https://l.facebook.com/
#1421,paid,2026-05-12 12:00:00 +0000,USD,123.35,,https://l.facebook.com/
#1422,paid,2026-05-12 12:00:00 +0000,USD,128.93,,
#1423,paid,2026-05-12 12:00:00 +0000,USD,108.05,,https://l.facebook.com/
#1424,paid,2026-05-12 12:00:00 +0000,USD,118.49,,https://l.facebook.com/
#1425,paid,2026-05-12 12:00:00 +0000,USD,180.25,,https://www.google.com/
#1426,paid,2026-05-12 12:00:00 +0000,USD,86.92,,https://l.facebook.com/
#1427,paid,2026-05-12 12:00:00 +0000,USD,137.97,,
#1428,paid,2026-05-12 12:00:00 +0000,USD,73.48,,https://www.google.com/
#1429,paid,2026-05-12 12:00:00 +0000,USD,150.19,,https://l.facebook.com/
#1430,paid,2026-05-12 12:00:00 +0000,USD,140.32,,https://www.google.com/
#1431,paid,2026-05-12 12:00:00 +0000,USD,180.86,,
#1432,paid,2026-05-12 12:00:00 +0000,USD,134.3,,https://l.facebook.com/
#1433,paid,2026-05-12 12:00:00 +0000,USD,84.12,,https://www.google.com/
#1434,paid,2026-05-12 12:00:00 +0000,USD,130.37,,https://l.facebook.com/
#1435,paid,2026-05-13 12:00:00 +0000,USD,173.66,,https://l.facebook.com/
#1436,paid,2026-05-13 12:00:00 +0000,USD,153.47,,
#1437,paid,2026-05-13 12:00:00 +0000,USD,142.49,,https://www.google.com/
#1438,paid,2026-05-13 12:00:00 +0000,USD,158.24,,https://l.facebook.com/
#1439,paid,2026-05-13 12:00:00 +0000,USD,121.39,,
#1440,paid,2026-05-13 12:00:00 +0000,USD,114.41,,https://www.google.com/
#1441,paid,2026-05-13 12:00:00 +0000,USD,71.73,,https://l.facebook.com/
#1442,paid,2026-05-13 12:00:00 +0000,USD,143.39,,https://www.google.com/
#1443,paid,2026-05-13 12:00:00 +0000,USD,79.01,,https://www.google.com/
#1444,paid,2026-05-13 12:00:00 +0000,USD,148.21,,
#1445,paid,2026-05-13 12:00:00 +0000,USD,74.22,,https://l.facebook.com/
#1446,refunded,2026-05-13 12:00:00 +0000,USD,142.86,142.86,https://www.google.com/
#1447,paid,2026-05-13 12:00:00 +0000,USD,80.61,,https://l.facebook.com/
#1448,paid,2026-05-13 12:00:00 +0000,USD,79.87,,
#1449,paid,2026-05-13 12:00:00 +0000,USD,76.76,,
#1450,paid,2026-05-13 12:00:00 +0000,USD,151.45,,https://www.google.com/
#1451,paid,2026-05-13 12:00:00 +0000,USD,174.29,,https://l.facebook.com/
#1452,paid,2026-05-13 12:00:00 +0000,USD,87.06,,https://l.facebook.com/
#1453,paid,2026-05-13 12:00:00 +0000,USD,146.56,,https://l.facebook.com/
#1454,paid,2026-05-13 12:00:00 +0000,USD,195.67,,https://www.google.com/
#1455,paid,2026-05-13 12:00:00 +0000,USD,151.49,,
#1456,paid,2026-05-13 12:00:00 +0000,USD,119.38,,https://www.google.com/
#1457,paid,2026-05-13 12:00:00 +0000,USD,192.38,,https://l.facebook.com/
#1458,paid,2026-05-13 12:00:00 +0000,USD,112.01,,
#1459,paid,2026-05-13 12:00:00 +0000,USD,154.4,,https://l.facebook.com/
#1460,paid,2026-05-13 12:00:00 +0000,USD,130.06,,https://l.facebook.com/
#1461,paid,2026-05-13 12:00:00 +0000,USD,76.15,,
#1462,paid,2026-05-13 12:00:00 +0000,USD,146.44,,
#1463,paid,2026-05-13 12:00:00 +0000,USD,146.17,,
#1464,paid,2026-05-13 12:00:00 +0000,USD,73.14,,https://l.facebook.com/
#1465,paid,2026-05-13 12:00:00 +0000,USD,174.03,,https://l.facebook.com/
#1466,paid,2026-05-13 12:00:00 +0000,USD,117.32,,https://l.facebook.com/
#1467,paid,2026-05-13 12:00:00 +0000,USD,153.13,,
#1468,paid,2026-05-13 12:00:00 +0000,USD,186.88,,https://www.google.com/
#1469,paid,2026-05-13 12:00:00 +0000,USD,198.96,,https://l.facebook.com/
#1470,paid,2026-05-13 12:00:00 +0000,USD,82.19,,
#1471,paid,2026-05-14 12:00:00 +0000,USD,78.13,,https://l.facebook.com/
#1472,paid,2026-05-14 12:00:00 +0000,USD,78.16,,https://l.facebook.com/
#1473,paid,2026-05-14 12:00:00 +0000,USD,177.68,,https://l.facebook.com/
#1474,paid,2026-05-14 12:00:00 +0000,USD,155.85,,
#1475,paid,2026-05-14 12:00:00 +0000,USD,112.56,,https://www.google.com/
#1476,paid,2026-05-14 12:00:00 +0000,USD,195.97,,https://l.facebook.com/
#1477,paid,2026-05-14 12:00:00 +0000,USD,116.03,,
#1478,paid,2026-05-14 12:00:00 +0000,USD,197.0,,https://l.facebook.com/
#1479,paid,2026-05-14 12:00:00 +0000,USD,167.37,,https://l.facebook.com/
#1480,paid,2026-05-14 12:00:00 +0000,USD,161.1,,
#1481,paid,2026-05-14 12:00:00 +0000,USD,71.98,,https://l.facebook.com/
#1482,refunded,2026-05-14 12:00:00 +0000,USD,165.75,165.75,
#1483,paid,2026-05-14 12:00:00 +0000,USD,175.04,,
#1484,paid,2026-05-14 12:00:00 +0000,USD,191.64,,https://l.facebook.com/
#1485,paid,2026-05-14 12:00:00 +0000,USD,168.75,,https://www.google.com/
#1486,paid,2026-05-14 12:00:00 +0000,USD,99.53,,
#1487,paid,2026-05-14 12:00:00 +0000,USD,154.59,,
#1488,paid,2026-05-14 12:00:00 +0000,USD,93.28,,
#1489,paid,2026-05-14 12:00:00 +0000,USD,151.08,,https://l.facebook.com/
#1490,paid,2026-05-14 12:00:00 +0000,USD,187.51,,
#1491,paid,2026-05-14 12:00:00 +0000,USD,90.28,,
#1492,paid,2026-05-14 12:00:00 +0000,USD,162.78,,https://www.google.com/
#1493,paid,2026-05-14 12:00:00 +0000,USD,156.8,,https://www.google.com/
#1494,paid,2026-05-14 12:00:00 +0000,USD,178.67,,https://www.google.com/
#1495,paid,2026-05-14 12:00:00 +0000,USD,198.62,,https://l.facebook.com/
#1496,paid,2026-05-14 12:00:00 +0000,USD,73.48,,
#1497,refunded,2026-05-14 12:00:00 +0000,USD,176.88,176.88,https://l.facebook.com/
#1498,paid,2026-05-14 12:00:00 +0000,USD,165.47,,
#1499,paid,2026-05-14 12:00:00 +0000,USD,132.12,,https://l.facebook.com/
#1500,paid,2026-05-14 12:00:00 +0000,USD,141.26,,
#1501,paid,2026-05-14 12:00:00 +0000,USD,118.04,,https://l.facebook.com/
#1502,paid,2026-05-14 12:00:00 +0000,USD,149.69,,https://www.google.com/
#1503,paid,2026-05-14 12:00:00 +0000,USD,153.99,,https://www.google.com/
#1504,paid,2026-05-14 12:00:00 +0000,USD,89.57,,https://www.google.com/
#1505,refunded,2026-05-14 12:00:00 +0000,USD,71.68,71.68,https://www.google.com/
#1506,paid,2026-05-14 12:00:00 +0000,USD,172.96,,
#1507,paid,2026-05-15 12:00:00 +0000,USD,133.6,,https://l.facebook.com/
#1508,paid,2026-05-15 12:00:00 +0000,USD,149.07,,https://www.google.com/
#1509,paid,2026-05-15 12:00:00 +0000,USD,85.14,,https://l.facebook.com/
#1510,paid,2026-05-15 12:00:00 +0000,USD,129.81,,
#1511,paid,2026-05-15 12:00:00 +0000,USD,145.18,,https://l.facebook.com/
#1512,paid,2026-05-15 12:00:00 +0000,USD,144.45,,
#1513,paid,2026-05-15 12:00:00 +0000,USD,182.1,,https://l.facebook.com/
#1514,paid,2026-05-15 12:00:00 +0000,USD,174.15,,
#1515,paid,2026-05-15 12:00:00 +0000,USD,167.34,,https://l.facebook.com/
#1516,paid,2026-05-15 12:00:00 +0000,USD,150.88,,https://www.google.com/
#1517,paid,2026-05-15 12:00:00 +0000,USD,85.76,,
#1518,paid,2026-05-15 12:00:00 +0000,USD,183.04,,https://l.facebook.com/
#1519,paid,2026-05-15 12:00:00 +0000,USD,184.39,,https://l.facebook.com/
#1520,paid,2026-05-15 12:00:00 +0000,USD,161.61,,
#1521,paid,2026-05-15 12:00:00 +0000,USD,95.69,,https://www.google.com/
#1522,paid,2026-05-15 12:00:00 +0000,USD,105.79,,
#1523,paid,2026-05-15 12:00:00 +0000,USD,176.06,,
#1524,paid,2026-05-15 12:00:00 +0000,USD,183.7,,
#1525,paid,2026-05-15 12:00:00 +0000,USD,184.98,,https://l.facebook.com/
#1526,paid,2026-05-15 12:00:00 +0000,USD,95.14,,https://l.facebook.com/
#1527,paid,2026-05-15 12:00:00 +0000,USD,197.91,,https://l.facebook.com/
#1528,paid,2026-05-15 12:00:00 +0000,USD,191.27,,https://l.facebook.com/
#1529,paid,2026-05-15 12:00:00 +0000,USD,197.26,,https://www.google.com/
#1530,paid,2026-05-15 12:00:00 +0000,USD,87.75,,https://l.facebook.com/
#1531,paid,2026-05-15 12:00:00 +0000,USD,182.69,,https://www.google.com/
#1532,paid,2026-05-15 12:00:00 +0000,USD,138.05,,
#1533,paid,2026-05-15 12:00:00 +0000,USD,151.09,,https://l.facebook.com/
#1534,paid,2026-05-15 12:00:00 +0000,USD,109.59,,https://www.google.com/
#1535,paid,2026-05-15 12:00:00 +0000,USD,103.57,,
#1536,paid,2026-05-15 12:00:00 +0000,USD,193.27,,https://l.facebook.com/
#1537,paid,2026-05-15 12:00:00 +0000,USD,121.61,,https://l.facebook.com/
#1538,paid,2026-05-15 12:00:00 +0000,USD,155.05,,https://www.google.com/
#1539,paid,2026-05-16 12:00:00 +0000,USD,140.98,,https://www.google.com/
#1540,paid,2026-05-16 12:00:00 +0000,USD,168.85,,
#1541,refunded,2026-05-16 12:00:00 +0000,USD,120.51,120.51,
#1542,paid,2026-05-16 12:00:00 +0000,USD,102.32,,https://www.google.com/
#1543,paid,2026-05-16 12:00:00 +0000,USD,77.84,,
#1544,paid,2026-05-16 12:00:00 +0000,USD,127.9,,
#1545,paid,2026-05-16 12:00:00 +0000,USD,121.49,,
#1546,paid,2026-05-16 12:00:00 +0000,USD,161.08,,
#1547,paid,2026-05-16 12:00:00 +0000,USD,173.04,,https://l.facebook.com/
#1548,paid,2026-05-16 12:00:00 +0000,USD,178.56,,https://www.google.com/
#1549,paid,2026-05-16 12:00:00 +0000,USD,122.07,,https://www.google.com/
#1550,paid,2026-05-16 12:00:00 +0000,USD,103.47,,https://www.google.com/
#1551,paid,2026-05-16 12:00:00 +0000,USD,170.92,,https://l.facebook.com/
#1552,paid,2026-05-16 12:00:00 +0000,USD,93.71,,https://l.facebook.com/
#1553,paid,2026-05-16 12:00:00 +0000,USD,194.92,,
#1554,paid,2026-05-16 12:00:00 +0000,USD,74.03,,https://l.facebook.com/
#1555,paid,2026-05-16 12:00:00 +0000,USD,151.48,,
#1556,paid,2026-05-16 12:00:00 +0000,USD,149.69,,
#1557,paid,2026-05-16 12:00:00 +0000,USD,100.21,,https://l.facebook.com/
#1558,paid,2026-05-16 12:00:00 +0000,USD,133.24,,https://l.facebook.com/
#1559,paid,2026-05-16 12:00:00 +0000,USD,184.04,,https://l.facebook.com/
#1560,paid,2026-05-16 12:00:00 +0000,USD,143.36,,https://l.facebook.com/
#1561,paid,2026-05-16 12:00:00 +0000,USD,139.69,,https://www.google.com/
#1562,paid,2026-05-16 12:00:00 +0000,USD,109.23,,https://l.facebook.com/
#1563,paid,2026-05-16 12:00:00 +0000,USD,89.79,,https://l.facebook.com/
#1564,paid,2026-05-16 12:00:00 +0000,USD,164.09,,https://l.facebook.com/
#1565,paid,2026-05-16 12:00:00 +0000,USD,196.69,,https://l.facebook.com/
#1566,paid,2026-05-16 12:00:00 +0000,USD,157.87,,https://l.facebook.com/
#1567,paid,2026-05-16 12:00:00 +0000,USD,112.72,,https://www.google.com/
#1568,paid,2026-05-17 12:00:00 +0000,USD,175.71,,https://www.google.com/
#1569,paid,2026-05-17 12:00:00 +0000,USD,122.54,,https://www.google.com/
#1570,paid,2026-05-17 12:00:00 +0000,USD,84.02,,https://www.google.com/
#1571,paid,2026-05-17 12:00:00 +0000,USD,101.78,,
#1572,paid,2026-05-17 12:00:00 +0000,USD,197.72,,
#1573,paid,2026-05-17 12:00:00 +0000,USD,171.45,,https://www.google.com/
#1574,paid,2026-05-17 12:00:00 +0000,USD,123.87,,
#1575,paid,2026-05-17 12:00:00 +0000,USD,184.75,,
#1576,paid,2026-05-17 12:00:00 +0000,USD,126.55,,
#1577,paid,2026-05-17 12:00:00 +0000,USD,88.64,,https://www.google.com/
#1578,paid,2026-05-17 12:00:00 +0000,USD,102.74,,https://www.google.com/
#1579,paid,2026-05-17 12:00:00 +0000,USD,196.76,,https://www.google.com/
#1580,paid,2026-05-17 12:00:00 +0000,USD,152.88,,https://l.facebook.com/
#1581,paid,2026-05-17 12:00:00 +0000,USD,140.48,,https://www.google.com/
#1582,paid,2026-05-17 12:00:00 +0000,USD,136.36,,
#1583,paid,2026-05-17 12:00:00 +0000,USD,123.33,,
#1584,paid,2026-05-17 12:00:00 +0000,USD,127.17,,https://www.google.com/
#1585,paid,2026-05-17 12:00:00 +0000,USD,127.54,,
#1586,paid,2026-05-17 12:00:00 +0000,USD,115.92,,https://l.facebook.com/
#1587,paid,2026-05-17 12:00:00 +0000,USD,128.23,,https://l.facebook.com/
#1588,paid,2026-05-17 12:00:00 +0000,USD,150.79,,
#1589,paid,2026-05-17 12:00:00 +0000,USD,99.06,,https://l.facebook.com/
#1590,paid,2026-05-17 12:00:00 +0000,USD,126.79,,https://l.facebook.com/
#1591,paid,2026-05-17 12:00:00 +0000,USD,126.17,,https://www.google.com/
#1592,paid,2026-05-17 12:00:00 +0000,USD,119.9,,https://l.facebook.com/
#1593,paid,2026-05-17 12:00:00 +0000,USD,135.6,,https://l.facebook.com/
#1594,paid,2026-05-17 12:00:00 +0000,USD,87.5,,
#1595,paid,2026-05-17 12:00:00 +0000,USD,129.67,,https://www.google.com/
#1596,paid,2026-05-17 12:00:00 +0000,USD,114.47,,https://l.facebook.com/
#1597,paid,2026-05-17 12:00:00 +0000,USD,116.77,,
#1598,paid,2026-05-17 12:00:00 +0000,USD,186.57,,
#1599,paid,2026-05-17 12:00:00 +0000,USD,140.13,,https://l.facebook.com/
#1600,paid,2026-05-17 12:00:00 +0000,USD,175.95,,https://l.facebook.com/
#1601,paid,2026-05-17 12:00:00 +0000,USD,182.63,,
#1602,paid,2026-05-17 12:00:00 +0000,USD,190.94,,
#1603,paid,2026-05-17 12:00:00 +0000,USD,136.61,,
#1604,paid,2026-05-17 12:00:00 +0000,USD,149.18,,
#1605,refunded,2026-05-17 12:00:00 +0000,USD,130.05,130.05,https://l.facebook.com/
#1606,paid,2026-05-17 12:00:00 +0000,USD,132.38,,
#1607,paid,2026-05-17 12:00:00 +0000,USD,147.97,,https://www.google.com/
#1608,paid,2026-05-17 12:00:00 +0000,USD,171.06,,https://l.facebook.com/
#1609,paid,2026-05-17 12:00:00 +0000,USD,190.93,,https://l.facebook.com/
#1610,paid,2026-05-18 12:00:00 +0000,USD,122.36,,
#1611,paid,2026-05-18 12:00:00 +0000,USD,125.48,,https://l.facebook.com/
#1612,paid,2026-05-18 12:00:00 +0000,USD,97.35,,
#1613,paid,2026-05-18 12:00:00 +0000,USD,182.07,,https://l.facebook.com/
#1614,paid,2026-05-18 12:00:00 +0000,USD,183.36,,
#1615,paid,2026-05-18 12:00:00 +0000,USD,177.16,,https://l.facebook.com/
#1616,paid,2026-05-18 12:00:00 +0000,USD,94.26,,https://l.facebook.com/
#1617,paid,2026-05-18 12:00:00 +0000,USD,191.53,,
#1618,paid,2026-05-18 12:00:00 +0000,USD,181.16,,https://www.google.com/
#1619,paid,2026-05-18 12:00:00 +0000,USD,118.37,,https://l.facebook.com/
#1620,paid,2026-05-18 12:00:00 +0000,USD,184.25,,https://l.facebook.com/
#1621,paid,2026-05-18 12:00:00 +0000,USD,129.11,,https://l.facebook.com/
#1622,paid,2026-05-18 12:00:00 +0000,USD,83.11,,
#1623,paid,2026-05-18 12:00:00 +0000,USD,158.47,,https://l.facebook.com/
#1624,paid,2026-05-18 12:00:00 +0000,USD,146.23,,
#1625,paid,2026-05-18 12:00:00 +0000,USD,97.13,,https://www.google.com/
#1626,paid,2026-05-18 12:00:00 +0000,USD,169.77,,https://www.google.com/
#1627,paid,2026-05-18 12:00:00 +0000,USD,193.12,,https://l.facebook.com/
#1628,paid,2026-05-18 12:00:00 +0000,USD,155.0,,https://l.facebook.com/
#1629,paid,2026-05-18 12:00:00 +0000,USD,167.73,,https://l.facebook.com/
#1630,paid,2026-05-18 12:00:00 +0000,USD,99.6,,
#1631,paid,2026-05-18 12:00:00 +0000,USD,106.52,,https://l.facebook.com/
#1632,refunded,2026-05-18 12:00:00 +0000,USD,173.85,173.85,https://l.facebook.com/
#1633,paid,2026-05-18 12:00:00 +0000,USD,163.54,,https://l.facebook.com/
#1634,paid,2026-05-18 12:00:00 +0000,USD,136.7,,
#1635,paid,2026-05-18 12:00:00 +0000,USD,181.67,,
#1636,paid,2026-05-18 12:00:00 +0000,USD,94.71,,https://www.google.com/
#1637,paid,2026-05-18 12:00:00 +0000,USD,189.45,,https://www.google.com/
#1638,paid,2026-05-18 12:00:00 +0000,USD,92.49,,https://l.facebook.com/
#1639,paid,2026-05-18 12:00:00 +0000,USD,166.07,,https://l.facebook.com/
#1640,paid,2026-05-18 12:00:00 +0000,USD,154.11,,https://l.facebook.com/
#1641,paid,2026-05-18 12:00:00 +0000,USD,76.68,,
#1642,paid,2026-05-18 12:00:00 +0000,USD,185.23,,https://l.facebook.com/
#1643,paid,2026-05-18 12:00:00 +0000,USD,127.72,,https://www.google.com/
#1644,paid,2026-05-18 12:00:00 +0000,USD,89.67,,
#1645,refunded,2026-05-18 12:00:00 +0000,USD,96.29,96.29,https://www.google.com/
#1646,paid,2026-05-18 12:00:00 +0000,USD,89.05,,https://l.facebook.com/
#1647,paid,2026-05-18 12:00:00 +0000,USD,195.18,,https://www.google.com/
#1648,paid,2026-05-19 12:00:00 +0000,USD,162.29,,https://www.google.com/
#1649,paid,2026-05-19 12:00:00 +0000,USD,150.63,,
#1650,paid,2026-05-19 12:00:00 +0000,USD,161.46,,https://www.google.com/
#1651,paid,2026-05-19 12:00:00 +0000,USD,102.63,,
#1652,paid,2026-05-19 12:00:00 +0000,USD,105.68,,
#1653,paid,2026-05-19 12:00:00 +0000,USD,183.09,,
#1654,paid,2026-05-19 12:00:00 +0000,USD,192.62,,https://l.facebook.com/
#1655,paid,2026-05-19 12:00:00 +0000,USD,88.12,,
#1656,paid,2026-05-19 12:00:00 +0000,USD,184.84,,
#1657,paid,2026-05-19 12:00:00 +0000,USD,80.27,,https://l.facebook.com/
#1658,paid,2026-05-19 12:00:00 +0000,USD,159.24,,https://l.facebook.com/
#1659,paid,2026-05-19 12:00:00 +0000,USD,101.81,,https://l.facebook.com/
#1660,paid,2026-05-19 12:00:00 +0000,USD,101.72,,
#1661,paid,2026-05-19 12:00:00 +0000,USD,141.84,,https://www.google.com/
#1662,paid,2026-05-19 12:00:00 +0000,USD,80.6,,
#1663,paid,2026-05-19 12:00:00 +0000,USD,108.51,,https://l.facebook.com/
#1664,paid,2026-05-19 12:00:00 +0000,USD,100.55,,https://l.facebook.com/
#1665,paid,2026-05-19 12:00:00 +0000,USD,105.6,,https://l.facebook.com/
#1666,paid,2026-05-19 12:00:00 +0000,USD,169.79,,
#1667,paid,2026-05-19 12:00:00 +0000,USD,92.0,,
#1668,paid,2026-05-19 12:00:00 +0000,USD,153.29,,https://l.facebook.com/
#1669,paid,2026-05-19 12:00:00 +0000,USD,93.67,,https://l.facebook.com/
#1670,paid,2026-05-19 12:00:00 +0000,USD,81.92,,
#1671,paid,2026-05-19 12:00:00 +0000,USD,115.11,,https://l.facebook.com/
#1672,paid,2026-05-19 12:00:00 +0000,USD,135.59,,https://l.facebook.com/
#1673,paid,2026-05-19 12:00:00 +0000,USD,140.38,,https://www.google.com/
#1674,paid,2026-05-19 12:00:00 +0000,USD,111.83,,
#1675,paid,2026-05-19 12:00:00 +0000,USD,161.7,,
#1676,paid,2026-05-19 12:00:00 +0000,USD,100.69,,https://l.facebook.com/
#1677,paid,2026-05-19 12:00:00 +0000,USD,105.93,,https://l.facebook.com/
#1678,paid,2026-05-19 12:00:00 +0000,USD,120.09,,
#1679,paid,2026-05-19 12:00:00 +0000,USD,74.52,,https://l.facebook.com/
#1680,paid,2026-05-20 12:00:00 +0000,USD,114.53,,
#1681,paid,2026-05-20 12:00:00 +0000,USD,191.72,,
#1682,paid,2026-05-20 12:00:00 +0000,USD,97.85,,
#1683,paid,2026-05-20 12:00:00 +0000,USD,101.45,,https://l.facebook.com/
#1684,paid,2026-05-20 12:00:00 +0000,USD,119.68,,https://www.google.com/
#1685,paid,2026-05-20 12:00:00 +0000,USD,86.15,,https://l.facebook.com/
#1686,paid,2026-05-20 12:00:00 +0000,USD,185.2,,https://l.facebook.com/
#1687,paid,2026-05-20 12:00:00 +0000,USD,135.98,,https://www.google.com/
#1688,paid,2026-05-20 12:00:00 +0000,USD,181.47,,
#1689,paid,2026-05-20 12:00:00 +0000,USD,190.77,,https://www.google.com/
#1690,paid,2026-05-20 12:00:00 +0000,USD,114.31,,https://l.facebook.com/
#1691,paid,2026-05-20 12:00:00 +0000,USD,145.46,,https://www.google.com/
#1692,paid,2026-05-20 12:00:00 +0000,USD,127.6,,https://www.google.com/
#1693,paid,2026-05-20 12:00:00 +0000,USD,101.0,,
#1694,paid,2026-05-20 12:00:00 +0000,USD,189.43,,https://l.facebook.com/
#1695,paid,2026-05-20 12:00:00 +0000,USD,133.65,,https://www.google.com/
#1696,paid,2026-05-20 12:00:00 +0000,USD,150.67,,https://l.facebook.com/
#1697,paid,2026-05-20 12:00:00 +0000,USD,132.58,,https://www.google.com/
#1698,paid,2026-05-20 12:00:00 +0000,USD,96.33,,https://l.facebook.com/
#1699,paid,2026-05-20 12:00:00 +0000,USD,120.22,,https://l.facebook.com/
#1700,paid,2026-05-20 12:00:00 +0000,USD,172.62,,https://www.google.com/
#1701,paid,2026-05-20 12:00:00 +0000,USD,177.35,,
#1702,paid,2026-05-20 12:00:00 +0000,USD,184.7,,
#1703,paid,2026-05-20 12:00:00 +0000,USD,153.98,,
#1704,paid,2026-05-20 12:00:00 +0000,USD,151.65,,
#1705,paid,2026-05-20 12:00:00 +0000,USD,197.52,,
#1706,paid,2026-05-20 12:00:00 +0000,USD,189.39,,
#1707,paid,2026-05-20 12:00:00 +0000,USD,199.45,,
#1708,paid,2026-05-20 12:00:00 +0000,USD,74.59,,https://www.google.com/
